word,row,synset_name,phrase,self_ref
fourth_estate,19130,fourth_estate.n.01,"<t>fourth estate</t>: the press, including journalists, newspaper writers, photographers",False
fovea,19131,fovea.n.01,<t>fovea</t>: area consisting of a small depression in the retina containing cones and where vision is most acute,False
fowl,19132,domestic_fowl.n.01,<t>fowl</t>: a domesticated gallinaceous bird thought to be descended from the red jungle fowl,True
fowlers,19133,fowler.n.01,<t>fowlers</t>: English lexicographer who wrote a well-known book on English usage (1858-1933),False
fowling_piece,19134,fowling_piece.n.01,<t>fowling piece</t>: a light shotgun used for fowling,False
fowls,19135,domestic_fowl.n.01,<t>fowls</t>: a domesticated gallinaceous bird thought to be descended from the red jungle fowl,False
fox,19136,fox.n.01,<t>fox</t>: alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs,False
fox_terrier,19137,fox_terrier.n.01,<t>fox terrier</t>: small lively black-and-white terriers formerly used to dig out foxes,False
foxed,19138,flim-flam.v.01,<t>foxed</t>: deceive somebody,False
foxes,19139,fox.n.01,<t>foxes</t>: alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs,False
foxglove,19140,foxglove.n.01,<t>foxglove</t>: any of several plants of the genus Digitalis,False
foxholes,19141,foxhole.n.01,<t>foxholes</t>: a small dugout with a pit for individual shelter against enemy fire,False
foxhound,19142,foxhound.n.01,<t>foxhound</t>: medium-sized glossy-coated hounds developed for hunting foxes,False
foxhounds,19143,foxhound.n.01,<t>foxhounds</t>: medium-sized glossy-coated hounds developed for hunting foxes,False
foxtail,19144,foxtail.n.01,<t>foxtail</t>: grasses of the genera Alopecurus and Setaria having dense silky or bristly brushlike flowering spikes,False
foxtrot,19145,fox-trot.n.01,<t>foxtrot</t>: a ballroom dance in quadruple time; combines short and long and fast and slow steps fixed sequences,False
foxtrots,19146,fox-trot.n.01,<t>foxtrots</t>: a ballroom dance in quadruple time; combines short and long and fast and slow steps fixed sequences,False
foxtrotted,19147,foxtrot.v.01,<t>foxtrotted</t>: dance the foxtrot,False
foxy,19148,crafty.s.01,<t>foxy</t>: marked by skill in deception,False
foyer,19149,anteroom.n.01,<t>foyer</t>: a large entrance or reception room or area,False
fracas,19150,affray.n.01,<t>fracas</t>: noisy quarrel,False
fractal,19151,fractal.n.01,<t>fractal</t>: (mathematics) a geometric pattern that is repeated at every scale and so cannot be represented by classical geometry,False
fraction,19152,fraction.n.01,<t>fraction</t>: a component of a mixture that has been separated by a fractional process,False
fractional,19153,fractional.a.01,<t>fractional</t>: constituting or comprising a part or fraction of a possible whole or entirety,False
fractionate,19154,fractionate.v.01,<t>fractionate</t>: separate into constituents or fractions containing concentrated constituents,False
fractions,19155,fraction.n.01,<t>fractions</t>: a component of a mixture that has been separated by a fractional process,False
fractious,19156,fractious.s.01,<t>fractious</t>: stubbornly resistant to authority or control,False
fracture,19157,fracture.n.01,<t>fracture</t>: breaking of hard tissue such as bone,False
fractured,19158,fracture.v.01,<t>fractured</t>: violate or abuse,False
fractures,19159,fracture.n.01,<t>fractures</t>: breaking of hard tissue such as bone,False
fragile,19160,delicate.s.02,<t>fragile</t>: easily broken or damaged or destroyed,False
fragility,19161,fragility.n.01,<t>fragility</t>: quality of being easily damaged or destroyed,False
fragment,19162,fragment.n.01,<t>fragment</t>: a piece broken off or cut off of something else,False
fragmentary,19163,fragmental.s.01,<t>fragmentary</t>: consisting of small disconnected parts,False
fragmentation,19164,atomization.n.01,<t>fragmentation</t>: separating something into fine particles,False
fragmentation_bomb,19165,fragmentation_bomb.n.01,<t>fragmentation bomb</t>: a bomb with only 10 to 20 per cent explosive and the remainder consisting of casings designed to break into many small high-velocity fragments; most effective against troops and vehicles,False
fragmented,19166,break_up.v.16,<t>fragmented</t>: break or cause to break into pieces,False
fragments,19167,fragment.n.01,<t>fragments</t>: a piece broken off or cut off of something else,False
fragrance,19168,aroma.n.02,<t>fragrance</t>: a distinctive odor that is pleasant,False
fragrances,19169,aroma.n.02,<t>fragrances</t>: a distinctive odor that is pleasant,False
fragrant,19170,fragrant.a.01,<t>fragrant</t>: pleasant-smelling,False
frail,19171,frail.n.01,<t>frail</t>: the weight of a frail (basket) full of raisins or figs; between 50 and 75 pounds,True
frailer,19172,frail.a.01,<t>frailer</t>: physically weak,False
frailty,19173,infirmity.n.01,<t>frailty</t>: the state of being weak in health or body (especially from old age),False
fraise,19174,fraise.n.01,<t>fraise</t>: a ruff for the neck worn in the 16th century,False
fraises,19175,fraise.n.01,<t>fraises</t>: a ruff for the neck worn in the 16th century,False
frame,19176,frame.n.01,<t>frame</t>: the framework for a pair of eyeglasses,False
frame_of_mind,19177,state_of_mind.n.01,<t>frame of mind</t>: a temporary psychological state,False
framed,19178,frame.v.01,<t>framed</t>: enclose in or as if in a frame,False
frames,19179,frame.n.01,<t>frames</t>: the framework for a pair of eyeglasses,False
framework,19180,model.n.01,<t>framework</t>: a hypothetical description of a complex entity or process,False
frameworks,19181,model.n.01,<t>frameworks</t>: a hypothetical description of a complex entity or process,False
franc,19182,franc.n.01,<t>franc</t>: the basic monetary unit in many countries; equal to 100 centimes,False
france,19183,france.n.01,<t>france</t>: a republic in western Europe; the largest country wholly in Europe,False
frances,19184,france.n.01,<t>frances</t>: a republic in western Europe; the largest country wholly in Europe,False
franchise,19185,franchise.n.01,<t>franchise</t>: an authorization to sell a company's goods or services in a particular place,False
francis_bacon,19186,bacon.n.03,<t>francis bacon</t>: English statesman and philosopher; precursor of British empiricism; advocated inductive reasoning (1561-1626),False
franciscan,19187,franciscan.n.01,<t>franciscan</t>: a Roman Catholic friar wearing the grey habit of the Franciscan order,True
francisco_goya,19188,goya.n.01,<t>francisco goya</t>: Spanish painter well known for his portraits and for his satires (1746-1828),False
franck,19189,franck.n.01,<t>franck</t>: French composer and teacher who influenced a generation of composers (1822-1890),False
franco,19190,franco.n.01,<t>franco</t>: Spanish general whose armies took control of Spain in 1939 and who ruled as a dictator until his death (1892-1975),False
frangible,19191,frangible.s.01,<t>frangible</t>: capable of being broken,False
frangipane,19192,frangipane.n.01,<t>frangipane</t>: pastry with a creamy almond-flavored filling,False
frangipani,19193,frangipani.n.01,<t>frangipani</t>: any of various tropical American deciduous shrubs or trees of the genus Plumeria having milky sap and showy fragrant funnel-shaped variously colored flowers,False
frank,19194,frank.n.01,<t>frank</t>: a member of the ancient Germanic peoples who spread from the Rhine into the Roman Empire in the 4th century,False
frank_sinatra,19195,sinatra.n.01,<t>frank sinatra</t>: United States singer and film actor (1915-1998),False
frankenstein,19196,frankenstein.n.01,<t>frankenstein</t>: an agency that escapes control and destroys its creator,False
frankfort,19197,frankfort.n.01,<t>frankfort</t>: the capital of Kentucky; located in northern Kentucky,False
frankincense,19198,frankincense.n.01,<t>frankincense</t>: an aromatic gum resin obtained from various Arabian or East African trees; formerly valued for worship and for embalming and fumigation,False
franklin,19199,franklin.n.01,<t>franklin</t>: United States historian noted for studies of Black American history (born in 1915),False
franklin_delano_roosevelt,19200,roosevelt.n.01,<t>franklin delano roosevelt</t>: 32nd President of the United States; elected four times; instituted New Deal to counter the Great Depression and led country during World War II (1882-1945),False
frankly,19201,honestly.r.01,<t>frankly</t>: (used as intensives reflecting the speaker's attitude) it is sincerely the case that,False
frankness,19202,candor.n.02,<t>frankness</t>: the quality of being honest and straightforward in attitude and speech,False
franks,19203,frank.n.01,<t>franks</t>: a member of the ancient Germanic peoples who spread from the Rhine into the Roman Empire in the 4th century,False
frantic,19204,frantic.s.01,<t>frantic</t>: excessively agitated; distraught with fear or other violent emotion,False
frantically,19205,madly.r.01,<t>frantically</t>: in an uncontrolled manner,False
franz_liszt,19206,liszt.n.01,<t>franz liszt</t>: Hungarian composer and piano virtuoso (1811-1886),False
frappe,19207,frappe.n.01,<t>frappe</t>: liqueur poured over shaved ice,False
fraternal,19208,fraternal.a.01,<t>fraternal</t>: of or relating to a fraternity or society of usually men,False
fraternal_twin,19209,fraternal_twin.n.01,<t>fraternal twin</t>: either of two twins who developed from two separate fertilized eggs,False
fraternise,19210,fraternize.v.01,"<t>fraternise</t>: be on friendly terms with someone, as if with a brother, especially with an enemy",False
fraternities,19211,fraternity.n.01,<t>fraternities</t>: a social club for male undergraduates,False
fraternity,19212,fraternity.n.01,<t>fraternity</t>: a social club for male undergraduates,False
fratricide,19213,fratricide.n.01,<t>fratricide</t>: a person who murders their brother or sister,False
frau,19214,frau.n.01,<t>frau</t>: a German courtesy title or form of address for an adult woman,False
fraud,19215,fraud.n.01,<t>fraud</t>: intentional deception resulting in injury to another person,False
frauds,19216,fraud.n.01,<t>frauds</t>: intentional deception resulting in injury to another person,False
fraudulence,19217,fraudulence.n.01,<t>fraudulence</t>: a fraudulent or duplicitous representation,False
fraudulent,19218,deceitful.s.01,<t>fraudulent</t>: intended to deceive; ; ;  - S.T.Coleridge,False
fraudulent_scheme,19219,racket.n.02,<t>fraudulent scheme</t>: an illegal enterprise (such as extortion or fraud or drug peddling or prostitution) carried on for profit,False
fraught,19220,fraught.s.01,<t>fraught</t>: marked by distress,False
fraulein,19221,fraulein.n.01,<t>fraulein</t>: a German courtesy title or form of address for an unmarried woman,False
fray,19222,affray.n.02,<t>fray</t>: a noisy fight,False
frayed,19223,fray.v.01,<t>frayed</t>: wear away by rubbing,False
frays,19224,affray.n.02,<t>frays</t>: a noisy fight,False
frazzled,19225,fray.v.01,<t>frazzled</t>: wear away by rubbing,False
freak,19226,freak.n.01,<t>freak</t>: a person or animal that is markedly unusual or deformed,False
freak_out,19227,disorientation.n.01,<t>freak out</t>: a wild delusion (especially one induced by a hallucinogenic drug),False
freakish,19228,capricious.s.01,<t>freakish</t>: changeable,False
freaky,19229,freaky.s.01,<t>freaky</t>: strange and somewhat frightening,False
freckle,19230,freckle.n.01,<t>freckle</t>: a small brownish spot (of the pigment melanin) on the skin,False
freckled,19231,freckle.v.01,<t>freckled</t>: become freckled,True
freckles,19232,freckle.n.01,<t>freckles</t>: a small brownish spot (of the pigment melanin) on the skin,False
free,19233,free.n.01,<t>free</t>: people who are free,True
free-for-all,19234,brawl.n.02,<t>free-for-all</t>: a noisy fight in a crowd,False
free-liver,19235,free-liver.n.01,<t>free-liver</t>: someone who gratifies physical appetites (especially for food and drink) with more than the usual freedom,False
free-living,19236,free-living.s.01,<t>free-living</t>: not parasitic on another organism,False
free_agent,19237,free_agent.n.01,<t>free agent</t>: (sports) a professional athlete who is free to sign a contract to play for any team,False
free_enterprise,19238,market_economy.n.01,<t>free enterprise</t>: an economy that relies chiefly on market forces to allocate goods and resources and to determine prices,False
free_fall,19239,free_fall.n.01,<t>free fall</t>: the ideal falling motion of something subject only to a gravitational field,False
free_hand,19240,free_hand.n.01,<t>free hand</t>: freedom to do as you see fit,False
free_love,19241,extramarital_sex.n.01,<t>free love</t>: sexual intercourse between individuals who are not married to one another,False
free_lunch,19242,free_lunch.n.01,<t>free lunch</t>: something acquired without effort or payment or obligation,False
free_of_charge,19243,gratis.r.01,<t>free of charge</t>: without payment,False
free_rein,19244,free_rein.n.01,<t>free rein</t>: the removal of constraints,False
free_spirit,19245,free_agent.n.02,<t>free spirit</t>: someone acting freely or even irresponsibly,False
free_state,19246,maryland.n.01,<t>free state</t>: a Mid-Atlantic state; one of the original 13 colonies,False
free_time,19247,spare_time.n.01,<t>free time</t>: time available for hobbies and other activities that you enjoy,False
free_will,19248,free_will.n.01,<t>free will</t>: the power of making free choices unconstrained by external agencies,False
freebie,19249,freebie.n.01,<t>freebie</t>: something that is free (usually provided as part of a promotional scheme),False
freebooter,19250,plunderer.n.01,<t>freebooter</t>: someone who takes spoils or plunder (as in war),False
freebooters,19251,plunderer.n.01,<t>freebooters</t>: someone who takes spoils or plunder (as in war),False
freed,19252,free.v.01,<t>freed</t>: grant freedom to; free from confinement,False
freedom,19253,freedom.n.01,<t>freedom</t>: the condition of being free; the power to act or speak or think without externally imposed restraints,False
freedom_fighter,19254,insurgent.n.01,<t>freedom fighter</t>: a person who takes part in an armed rebellion against the constituted authority (especially in the hope of improving conditions),False
freedom_fighters,19255,insurgent.n.01,<t>freedom fighters</t>: a person who takes part in an armed rebellion against the constituted authority (especially in the hope of improving conditions),False
freedom_of_speech,19256,freedom_of_speech.n.01,<t>freedom of speech</t>: a civil right guaranteed by the First Amendment to the US Constitution,False
freedoms,19257,freedom.n.01,<t>freedoms</t>: the condition of being free; the power to act or speak or think without externally imposed restraints,False
freehand,19258,freehand.s.01,<t>freehand</t>: done by hand without mechanical aids or devices,False
freehold,19259,freehold.n.01,<t>freehold</t>: an estate held in fee simple or for life,False
freeholder,19260,freeholder.n.01,<t>freeholder</t>: the owner of a freehold,False
freeholders,19261,freeholder.n.01,<t>freeholders</t>: the owner of a freehold,False
freeing,19262,liberation.n.01,<t>freeing</t>: the act of liberating someone or something,False
freelance,19263,freelancer.n.01,<t>freelance</t>: a writer or artist who sells services to different employers without a long-term contract with any of them,False
freeload,19264,freeload.v.01,<t>freeload</t>: live off somebody's generosity,False
freeloader,19265,freeloader.n.01,<t>freeloader</t>: someone who takes advantage of the generosity of others,False
freeloading,19266,freeload.v.01,<t>freeloading</t>: live off somebody's generosity,False
freeloads,19267,freeload.v.01,<t>freeloads</t>: live off somebody's generosity,False
freely,19268,freely.r.01,<t>freely</t>: in a free manner,False
freeman,19269,freeman.n.01,<t>freeman</t>: a person who is not a serf or a slave,False
freemason,19270,freemason.n.01,<t>freemason</t>: a member of a widespread secret fraternal order pledged to mutual assistance and brotherly love,False
freemasonry,19271,freemasonry.n.01,<t>freemasonry</t>: a natural or instinctive fellowship between people of similar interests,False
freer,19272,free.a.01,<t>freer</t>: able to act at will; not hampered; not under compulsion or restraint,False
frees,19273,free.n.01,<t>frees</t>: people who are free,False
freesia,19274,freesia.n.01,<t>freesia</t>: any of several plants of the genus Freesia valued for their one-sided clusters of usually fragrant yellow or white or pink tubular flowers,True
freestanding,19275,freestanding.s.01,<t>freestanding</t>: standing apart; not attached to or supported by anything,False
freestyle,19276,freestyle.n.01,<t>freestyle</t>: a race (as in swimming) in which each contestant has a free choice of the style to use,False
freetown,19277,freetown.n.01,<t>freetown</t>: port city and the capital and largest city of Sierra Leone,False
freeway,19278,expressway.n.01,<t>freeway</t>: a broad highway designed for high-speed traffic,False
freewheel,19279,freewheel.n.01,<t>freewheel</t>: a clutch (as on the rear wheel of a bicycle) that allows wheels to turn freely (as in coasting),False
freewheeler,19280,free_agent.n.02,<t>freewheeler</t>: someone acting freely or even irresponsibly,False
freewheeling,19281,freewheel.v.01,"<t>freewheeling</t>: live unhurriedly, irresponsibly, or freely",False
freewheels,19282,freewheel.n.01,<t>freewheels</t>: a clutch (as on the rear wheel of a bicycle) that allows wheels to turn freely (as in coasting),False
freewill,19283,freewill.s.01,<t>freewill</t>: done of your own accord,False
freeze,19284,freeze.n.01,<t>freeze</t>: the withdrawal of heat to change something from a liquid to a solid,False
freeze-dry,19285,freeze-dry.v.01,<t>freeze-dry</t>: preserve by rapid freezing and subsequently drying in a vacuum,False
freezer,19286,deep-freeze.n.01,<t>freezer</t>: electric refrigerator (trade name Deepfreeze) in which food is frozen and stored for long periods of time,False
freezes,19287,freeze.n.01,<t>freezes</t>: the withdrawal of heat to change something from a liquid to a solid,False
freezing,19288,freeze.n.01,<t>freezing</t>: the withdrawal of heat to change something from a liquid to a solid,False
freezing_mixture,19289,freezing_mixture.n.01,<t>freezing mixture</t>: a mixture of substances (usually salt and ice) to obtain a temperature below the freezing point of water,False
freight,19290,cargo.n.01,<t>freight</t>: goods carried by a large vehicle,False
freight_train,19291,freight_train.n.01,<t>freight train</t>: a railroad train consisting of freight cars,False
freighter,19292,bottom.n.07,<t>freighter</t>: a cargo ship,False
freighters,19293,bottom.n.07,<t>freighters</t>: a cargo ship,False
french,19294,french.n.01,<t>french</t>: the Romance language spoken in France and in countries colonized by France,False
french_bean,19295,haricot_vert.n.01,<t>french bean</t>: very small and slender green bean,False
french_bread,19296,french_bread.n.01,<t>french bread</t>: a crusty sourdough bread often baked in long slender tapered loaves or baguettes,False
french_chalk,19297,french_chalk.n.01,<t>french chalk</t>: a soft white compact talc used to mark cloth or to remove grease stains,False
french_dressing,19298,french_dressing.n.01,<t>french dressing</t>: oil and vinegar with mustard and garlic,False
french_leave,19299,french_leave.n.01,<t>french leave</t>: an abrupt and unannounced departure (without saying farewell),False
french_loaf,19300,french_loaf.n.01,<t>french loaf</t>: a loaf of French bread,False
french_pancake,19301,crape.n.01,<t>french pancake</t>: small very thin pancake,False
french_people,19302,french.n.02,<t>french people</t>: the people of France,False
french_person,19303,frenchman.n.01,<t>french person</t>: a person of French nationality,False
french_polish,19304,french_polish.n.01,<t>french polish</t>: the glaze produced by repeated applications of French polish shellac,True
french_region,19305,french_region.n.01,<t>french region</t>: a geographical subdivision of France,False
french_toast,19306,french_toast.n.01,<t>french toast</t>: bread slice dipped in egg and milk and fried; topped with sugar or fruit or syrup,False
frenchman,19307,frenchman.n.01,<t>frenchman</t>: a person of French nationality,False
frenchwoman,19308,frenchman.n.01,<t>frenchwoman</t>: a person of French nationality,False
frenetic,19309,frantic.s.01,<t>frenetic</t>: excessively agitated; distraught with fear or other violent emotion,False
frenzied,19310,frenzied.s.01,<t>frenzied</t>: affected with or marked by frenzy or mania uncontrolled by reason; ; ; - H.W.Carter,False
frenziedly,19311,frenziedly.r.01,<t>frenziedly</t>: in a frenzied manner,False
frenzy,19312,craze.n.02,<t>frenzy</t>: state of violent mental agitation,False
freon,19313,freon.n.01,"<t>freon</t>: any one or more chlorofluorocarbons (or related compounds) that are used as an aerosol propellant, organic solvent, or refrigerant",False
frequency,19314,frequency.n.01,<t>frequency</t>: the number of occurrences within a given time period,False
frequent,19315,patronize.v.02,<t>frequent</t>: do one's shopping at; do business with; be a customer or client of,False
frequently,19316,frequently.r.01,<t>frequently</t>: many times at short intervals,False
fresco,19317,fresco.n.01,<t>fresco</t>: a mural done with watercolors on wet plaster,False
fresh,19318,fresh.a.01,"<t>fresh</t>: recently made, produced, or harvested",False
fresh_food,19319,fresh_food.n.01,<t>fresh food</t>: food that is not preserved by canning or dehydration or freezing or smoking,False
fresh_start,19320,fresh_start.n.01,<t>fresh start</t>: an opportunity to start over without prejudice,False
fresh_starts,19321,fresh_start.n.01,<t>fresh starts</t>: an opportunity to start over without prejudice,False
freshen,19322,refresh.v.02,<t>freshen</t>: make (to feel) fresh,False
freshened,19323,refresh.v.02,<t>freshened</t>: make (to feel) fresh,False
freshener,19324,freshener.n.01,<t>freshener</t>: anything that freshens,False
fresher,19325,freshman.n.01,<t>fresher</t>: a first-year undergraduate,False
freshers,19326,freshman.n.01,<t>freshers</t>: a first-year undergraduate,False
freshest,19327,fresh.a.01,"<t>freshest</t>: recently made, produced, or harvested",False
freshets,19328,freshet.n.01,<t>freshets</t>: the occurrence of a water flow resulting from sudden rain or melting snow,False
freshness,19329,freshness.n.01,<t>freshness</t>: the property of being pure and fresh (as if newly made); not stale or deteriorated,False
freshwater_fish,19330,freshwater_fish.n.01,<t>freshwater fish</t>: flesh of fish from fresh water used as food,False
fret,19331,fret.n.01,<t>fret</t>: agitation resulting from active worry,False
fretful,19332,antsy.s.01,<t>fretful</t>: nervous and unable to relax,False
frets,19333,fret.n.01,<t>frets</t>: agitation resulting from active worry,False
fretsaw,19334,jigsaw.n.02,<t>fretsaw</t>: fine-toothed power saw with a narrow blade; used to cut curved outlines,False
fretsaws,19335,jigsaw.n.02,<t>fretsaws</t>: fine-toothed power saw with a narrow blade; used to cut curved outlines,False
fretting,19336,fuss.v.01,<t>fretting</t>: worry unnecessarily or excessively,False
freud,19337,freud.n.01,<t>freud</t>: Austrian neurologist who originated psychoanalysis (1856-1939),False
freudian,19338,freudian.n.01,<t>freudian</t>: a person who follows the basic theories or practices of Sigmund Freud,False
freudian_slip,19339,freudian_slip.n.01,<t>freudian slip</t>: a slip-up that (according to Sigmund Freud) results from the operation of unconscious wishes or conflicts and can reveal unconscious processes in normal healthy individuals,False
freya,19340,freya.n.01,<t>freya</t>: (Norse mythology) goddess of love and fecundity; daughter of Njorth and sister of Frey,False
friar,19341,friar.n.01,<t>friar</t>: a male member of a religious order that originally relied solely on alms,False
friars,19342,friar.n.01,<t>friars</t>: a male member of a religious order that originally relied solely on alms,False
friary,19343,friary.n.01,<t>friary</t>: a monastery of friars,False
fricassee,19344,fricassee.n.01,<t>fricassee</t>: pieces of chicken or other meat stewed in gravy with e.g. carrots and onions and served with noodles or dumplings,False
friction,19345,clash.n.02,<t>friction</t>: a state of conflict between persons,False
friction_match,19346,match.n.01,<t>friction match</t>: lighter consisting of a thin piece of wood or cardboard tipped with combustible chemical; ignites with friction,False
frictions,19347,clash.n.02,<t>frictions</t>: a state of conflict between persons,False
friday,19348,friday.n.01,<t>friday</t>: the sixth day of the week; the fifth working day,False
fridge,19349,electric_refrigerator.n.01,<t>fridge</t>: a refrigerator in which the coolant is pumped around by an electric motor,False
fried,19350,fry.v.01,<t>fried</t>: be excessively hot,False
friedan,19351,friedan.n.01,<t>friedan</t>: United States feminist who founded a national organization for women (born in 1921),False
friedman,19352,friedman.n.01,<t>friedman</t>: United States economist noted as a proponent of monetarism and for his opposition to government intervention in the economy (born in 1912),False
friedrich_engels,19353,engels.n.01,<t>friedrich engels</t>: socialist who wrote the Communist Manifesto with Karl Marx in 1848 (1820-1895),False
friend,19354,friend.n.01,<t>friend</t>: a person you know well and regard with affection and trust,False
friendless,19355,friendless.s.01,<t>friendless</t>: excluded from a society,False
friendliness,19356,friendliness.n.01,<t>friendliness</t>: a feeling of liking for another person; enjoyment in their company,False
friendly,19357,friendly.n.01,<t>friendly</t>: troops belonging to or allied with your own military forces,False
friendly_islands,19358,tonga.n.01,<t>friendly islands</t>: a monarchy on a Polynesian archipelago in the South Pacific; achieved independence from the United Kingdom in 1970,False
friendly_relationship,19359,friendship.n.01,<t>friendly relationship</t>: the state of being friends (or friendly),False
friends,19360,friend.n.01,<t>friends</t>: a person you know well and regard with affection and trust,False
friendship,19361,friendship.n.01,<t>friendship</t>: the state of being friends (or friendly),False
friesian,19362,friesian.n.01,<t>friesian</t>: a breed of dairy cattle from northern Holland,False
frieze,19363,frieze.n.01,<t>frieze</t>: an architectural ornament consisting of a horizontal sculptured band between the architrave and the cornice,False
frigate,19364,frigate.n.01,<t>frigate</t>: a medium size square-rigged warship of the 18th and 19th centuries,False
frigate_bird,19365,frigate_bird.n.01,<t>frigate bird</t>: long-billed warm-water seabird with wide wingspan and forked tail,False
frigates,19366,frigate.n.01,<t>frigates</t>: a medium size square-rigged warship of the 18th and 19th centuries,False
fright,19367,fear.n.01,<t>fright</t>: an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight),False
frighten,19368,frighten.v.01,<t>frighten</t>: cause fear in,False
frighten_off,19369,daunt.v.01,<t>frighten off</t>: cause to lose courage,False
frightened,19370,frighten.v.01,<t>frightened</t>: cause fear in,False
frightening,19371,terrorization.n.01,<t>frightening</t>: the act of inspiring with fear,False
frighteningly,19372,frighteningly.r.01,<t>frighteningly</t>: in an alarming manner,False
frightens,19373,frighten.v.01,<t>frightens</t>: cause fear in,False
frightful,19374,atrocious.s.03,<t>frightful</t>: provoking horror; ; ; ; - Winston Churchill,False
frightfully,19375,terribly.r.01,<t>frightfully</t>: used as intensifiers,False
frigid,19376,cold.s.06,<t>frigid</t>: sexually unresponsive,False
frigidity,19377,frigidity.n.01,<t>frigidity</t>: sexual unresponsiveness (especially of women) and inability to achieve orgasm during intercourse,False
frijole,19378,kidney_bean.n.01,<t>frijole</t>: the common bean plant grown for the beans rather than the pods (especially a variety with large red kidney-shaped beans),False
frill,19379,frill.n.01,<t>frill</t>: (paleontology) a bony plate that curves upward behind the skull of many ceratopsian dinosaurs,False
frills,19380,frill.n.01,<t>frills</t>: (paleontology) a bony plate that curves upward behind the skull of many ceratopsian dinosaurs,False
frilly,19381,frilled.s.01,<t>frilly</t>: having decorative ruffles or frills,False
fringe,19382,periphery.n.01,<t>fringe</t>: the outside boundary or surface of something,False
fringe_benefit,19383,fringe_benefit.n.01,<t>fringe benefit</t>: an incidental benefit awarded for certain types of employment (especially if it is regarded as a right),False
fringe_benefits,19384,fringe_benefit.n.01,<t>fringe benefits</t>: an incidental benefit awarded for certain types of employment (especially if it is regarded as a right),False
fringes,19385,periphery.n.01,<t>fringes</t>: the outside boundary or surface of something,False
fripperies,19386,bagatelle.n.02,<t>fripperies</t>: something of little value or significance,False
frippery,19387,bagatelle.n.02,<t>frippery</t>: something of little value or significance,False
frisian,19388,frisian.n.01,<t>frisian</t>: a native or inhabitant of Friesland or Frisia,False
frisk,19389,frisk.n.01,<t>frisk</t>: the act of searching someone for concealed weapons or illegal drugs,False
friskier,19390,kittenish.s.01,<t>friskier</t>: playful like a lively kitten,False
friskiness,19391,friskiness.n.01,<t>friskiness</t>: lively high-spirited playfulness,False
frisking,19392,frisk.n.01,<t>frisking</t>: the act of searching someone for concealed weapons or illegal drugs,False
frisky,19393,kittenish.s.01,<t>frisky</t>: playful like a lively kitten,False
frisson,19394,frisson.n.01,<t>frisson</t>: an almost pleasurable sensation of fright,False
fritillary,19395,fritillary.n.01,<t>fritillary</t>: any liliaceous plant of the genus Fritillaria having nodding variously colored flowers,False
fritter,19396,fritter.n.01,<t>fritter</t>: small quantity of fried batter containing fruit or meat or vegetables,False
fritter_away,19397,fritter.v.01,<t>fritter away</t>: spend frivolously and unwisely,False
frittered,19398,fritter.v.01,<t>frittered</t>: spend frivolously and unwisely,False
fritters,19399,fritter.n.01,<t>fritters</t>: small quantity of fried batter containing fruit or meat or vegetables,False
fritz_kreisler,19400,kreisler.n.01,<t>fritz kreisler</t>: United States violinist (born in Austria) (1875-1962),False
frivolous,19401,frivolous.a.01,<t>frivolous</t>: not serious in content or attitude or behavior,False
frivolously,19402,frivolously.r.01,<t>frivolously</t>: in a frivolous manner,False
frock,19403,frock.n.01,<t>frock</t>: a habit worn by clerics,False
frocks,19404,frock.n.01,<t>frocks</t>: a habit worn by clerics,False
froebel,19405,froebel.n.01,<t>froebel</t>: German educator who founded the kindergarten system (1782-1852),False
frog,19406,frog.n.01,<t>frog</t>: any of various tailless stout-bodied amphibians with long hind limbs for leaping; semiaquatic and terrestrial species,False
frogman,19407,diver.n.01,<t>frogman</t>: someone who works underwater,False
frogs,19408,frog.n.01,<t>frogs</t>: any of various tailless stout-bodied amphibians with long hind limbs for leaping; semiaquatic and terrestrial species,False
frolic,19409,play.n.14,<t>frolic</t>: gay or light-hearted recreational activity for diversion or amusement,False
frolicked,19410,frolic.v.01,<t>frolicked</t>: play boisterously,False
frolicking,19411,frolic.v.01,<t>frolicking</t>: play boisterously,False
frolics,19412,play.n.14,<t>frolics</t>: gay or light-hearted recreational activity for diversion or amusement,False
frolicsome,19413,coltish.s.01,<t>frolicsome</t>: given to merry frolicking,False
from_pillar_to_post,19414,from_pillar_to_post.r.01,<t>from pillar to post</t>: from one place or situation to another,False
from_start_to_finish,19415,from_start_to_finish.r.01,<t>from start to finish</t>: completely,False
from_the_heart,19416,from_the_heart.r.01,<t>from the heart</t>: very sincerely,False
from_time_to_time,19417,occasionally.r.01,<t>from time to time</t>: now and then or here and there,False
frond,19418,frond.n.01,<t>frond</t>: compound leaf of a fern or palm or cycad,False
fronds,19419,frond.n.01,<t>fronds</t>: compound leaf of a fern or palm or cycad,False
front,19420,front.n.01,<t>front</t>: the side that is forward or prominent,False
front-runner,19421,front-runner.n.01,<t>front-runner</t>: a competitor thought likely to win,False
front_crawl,19422,crawl.n.02,<t>front crawl</t>: a swimming stroke; arms are moved alternately overhead accompanied by a flutter kick,False
front_door,19423,front_door.n.01,<t>front door</t>: exterior door (at the entrance) at the front of a building,False
